,centro,comunidad,especialidad,localidad,plazas
1546,H. UNIVERSITARI DE BELLVITGE,CATALUNYA,UROLOGÍA,HOSPITALET DE LLOBREGAT,2
1547,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,ANATOMÍA PATOLÓGICA,GIRONA,1
1548,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,GIRONA,3
1549,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,APARATO DIGESTIVO,GIRONA,1
1550,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,CARDIOLOGÍA,GIRONA,1
1551,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,GIRONA,1
1552,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,GIRONA,2
1553,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,CIRUGÍA TORÁCICA,GIRONA,1
1554,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,ENDOCRINOLOGÍA Y NUTRICIÓN,GIRONA,1
1555,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,MEDICINA INTENSIVA,GIRONA,1
1556,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,MEDICINA INTERNA,GIRONA,2
1557,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,NEFROLOGÍA,GIRONA,1
1558,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,NEUMOLOGÍA,GIRONA,1
1559,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,NEUROCIRUGÍA,GIRONA,1
1560,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,NEUROLOGÍA,GIRONA,1
1561,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,ONCOLOGÍA MÉDICA,GIRONA,1
1562,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,ONCOLOGÍA RADIOTERÁPICA,GIRONA,1
1563,H. UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,CATALUNYA,RADIODIAGNÓSTICO,GIRONA,2
1564,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,ALERGOLOGÍA,TARRAGONA,1
1565,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,ANATOMÍA PATOLÓGICA,TARRAGONA,1
1566,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,TARRAGONA,3
1567,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,TARRAGONA,1
1568,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,APARATO DIGESTIVO,TARRAGONA,1
1569,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,CARDIOLOGÍA,TARRAGONA,2
1570,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,TARRAGONA,1
1571,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,TARRAGONA,2
1572,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,TARRAGONA,1
1573,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,ENDOCRINOLOGÍA Y NUTRICIÓN,TARRAGONA,1
1574,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,HEMATOLOGÍA Y HEMOTERAPIA,TARRAGONA,1
1575,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,MEDICINA INTENSIVA,TARRAGONA,3
1576,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,MEDICINA INTERNA,TARRAGONA,3
1577,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,NEFROLOGÍA,TARRAGONA,1
1578,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,OFTALMOLOGÍA,TARRAGONA,1
1579,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,OTORRINOLARINGOLOGÍA,TARRAGONA,1
1580,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,TARRAGONA,3
1581,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,RADIODIAGNÓSTICO,TARRAGONA,1
1582,H. UNIVERSITARI DE TARRAGONA JOAN XXIII,CATALUNYA,UROLOGÍA,TARRAGONA,1
1583,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ALERGOLOGÍA,BADALONA,1
1584,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ANATOMÍA PATOLÓGICA,BADALONA,2
1585,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,BADALONA,4
1586,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,BADALONA,1
1587,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,APARATO DIGESTIVO,BADALONA,2
1588,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,CARDIOLOGÍA,BADALONA,2
1589,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,CIRUGÍA CARDIOVASCULAR,BADALONA,1
1590,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,BADALONA,2
1591,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BADALONA,3
1592,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,BADALONA,1
1593,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,CIRUGÍA TORÁCICA,BADALONA,1
1594,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,BADALONA,2
1595,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ENDOCRINOLOGÍA Y NUTRICIÓN,BADALONA,1
1596,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,FARMACOLOGÍA CLÍNICA,BADALONA,1
1597,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,HEMATOLOGÍA Y HEMOTERAPIA,BADALONA,3
1598,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,MEDICINA FÍSICA Y REHABILITACIÓN,BADALONA,2
1599,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,MEDICINA INTENSIVA,BADALONA,3
1600,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,MEDICINA INTERNA,BADALONA,3
1601,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,MICROBIOLOGÍA Y PARASITOLOGÍA,BADALONA,1
1602,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,NEFROLOGÍA,BADALONA,2
1603,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,NEUMOLOGÍA,BADALONA,2
1604,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,NEUROCIRUGÍA,BADALONA,1
1605,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,NEUROLOGÍA,BADALONA,3
1606,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,OFTALMOLOGÍA,BADALONA,1
1607,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ONCOLOGÍA MÉDICA,BADALONA,1
1608,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,ONCOLOGÍA RADIOTERÁPICA,BADALONA,1
1609,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,BADALONA,5
1610,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,RADIODIAGNÓSTICO,BADALONA,2
1611,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,REUMATOLOGÍA,BADALONA,1
1612,H. UNIVERSITARI GERMANS TRIAS I PUJOL,CATALUNYA,UROLOGÍA,BADALONA,1
1613,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,ANATOMÍA PATOLÓGICA,TERRASSA,1
1614,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,TERRASSA,3
1615,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,APARATO DIGESTIVO,TERRASSA,1
1616,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,TERRASSA,2
1617,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,TERRASSA,2
1618,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,HEMATOLOGÍA Y HEMOTERAPIA,TERRASSA,1
1619,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,MEDICINA FÍSICA Y REHABILITACIÓN,TERRASSA,2
1620,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,MEDICINA INTENSIVA,TERRASSA,2
1621,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,MEDICINA INTERNA,TERRASSA,3
1622,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,NEUMOLOGÍA,TERRASSA,1
1623,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,NEUROCIRUGÍA,TERRASSA,1
1624,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,OFTALMOLOGÍA,TERRASSA,1
1625,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,TERRASSA,2
1626,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,PSIQUIATRÍA,TERRASSA,2
1627,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,RADIODIAGNÓSTICO,TERRASSA,2
1628,H. UNIVERSITARI MUTUA DE TERRASSA,CATALUNYA,REUMATOLOGÍA,TERRASSA,1
1629,H. UNIVERSITARI SAGRAT COR,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BARCELONA,1
1630,H. UNIVERSITARI SAGRAT COR,CATALUNYA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,BARCELONA,2
1631,H. UNIVERSITARI SAGRAT COR,CATALUNYA,NEUMOLOGÍA,BARCELONA,1
1632,H. UNIVERSITARI SAGRAT COR,CATALUNYA,RADIODIAGNÓSTICO,BARCELONA,1
1633,H. UNIVERSITARI SANT JOAN DE DEU,CATALUNYA,CIRUGÍA PEDIÁTRICA,ESPLUGUES DE LLOBREGAT,2
1634,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,REUS,2
1635,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,REUS,1
1636,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,REUS,1
1637,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,MEDICINA INTERNA,REUS,2
1638,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,REUS,2
1639,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,OFTALMOLOGÍA,REUS,1
1640,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,ONCOLOGÍA MÉDICA,REUS,2
1641,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,ONCOLOGÍA RADIOTERÁPICA,REUS,1
1642,H. UNIVERSITARIO SANT JOAN DE REUS,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,REUS,2
1643,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ALERGOLOGÍA,BARCELONA,2
1644,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ANATOMÍA PATOLÓGICA,BARCELONA,3
1645,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,BARCELONA,12
1646,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,BARCELONA,1
1647,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,APARATO DIGESTIVO,BARCELONA,3
1648,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CARDIOLOGÍA,BARCELONA,3
1649,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA CARDIOVASCULAR,BARCELONA,1
1650,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,BARCELONA,4
1651,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA ORAL Y MAXILOFACIAL,BARCELONA,2
1652,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BARCELONA,6
1653,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA PEDIÁTRICA,BARCELONA,2
1654,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,BARCELONA,2
1655,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,CIRUGÍA TORÁCICA,BARCELONA,1
1656,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,BARCELONA,1
1657,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ENDOCRINOLOGÍA Y NUTRICIÓN,BARCELONA,1
1658,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,FARMACOLOGÍA CLÍNICA,BARCELONA,3
1659,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,GERIATRÍA,BARCELONA,1
1660,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,HEMATOLOGÍA Y HEMOTERAPIA,BARCELONA,3
1661,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,MEDICINA FÍSICA Y REHABILITACIÓN,BARCELONA,4
1662,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,MEDICINA INTENSIVA,BARCELONA,2
1663,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,MEDICINA INTERNA,BARCELONA,7
1664,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,MEDICINA NUCLEAR,BARCELONA,1
1665,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,MICROBIOLOGÍA Y PARASITOLOGÍA,BARCELONA,1
1666,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,NEFROLOGÍA,BARCELONA,2
1667,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,NEUMOLOGÍA,BARCELONA,3
1668,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,NEUROFISIOLOGÍA CLÍNICA,BARCELONA,2
1669,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,NEUROLOGÍA,BARCELONA,3
1670,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,OFTALMOLOGÍA,BARCELONA,4
1671,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ONCOLOGÍA MÉDICA,BARCELONA,3
1672,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,ONCOLOGÍA RADIOTERÁPICA,BARCELONA,1
1673,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,OTORRINOLARINGOLOGÍA,BARCELONA,2
1674,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,PSIQUIATRÍA,BARCELONA,4
1675,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,RADIODIAGNÓSTICO,BARCELONA,5
1676,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,REUMATOLOGÍA,BARCELONA,1
1677,H. UNIVERSITARIO VALL D´ HEBRON,CATALUNYA,UROLOGÍA,BARCELONA,2
1678,INSTITUT UNIVERSITARI DEXEUS,CATALUNYA,ANESTESIOLOGÍA Y REANIMACIÓN,BARCELONA,1
1679,INSTITUT UNIVERSITARI DEXEUS,CATALUNYA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BARCELONA,1
1680,INSTITUT UNIVERSITARI DEXEUS,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,BARCELONA,3
1681,UDM AFYC SERVEIS SALUT INTEGRATS BAIX EMPORDÁ-SSIBE,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,PALAMÓS,5
1682,UDM AFYC ACEBA,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,BARCELONA,10
1683,UDM AFYC BADALONA SERVEIS ASSISTENCIALS,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,BADALONA,5
1684,UDM AFYC BARCELONA CIUTAT I.C.S.,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,BARCELONA,56
1685,UDM AFYC BARCELONA-CATALUNYA CENTRAL I.C.S.,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,SANT FRUITÓS DE BAGES,25
1686,UDM AFYC CLINIC-MATERNITAT,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,BARCELONA,7
1687,UDM AFYC CONSORCI SANITARI DE TERRASA,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,TERRASSA,12
1688,UDM AFYC COSTA PONENT I.C.S.,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,CORNELLÀ DE LLOBREGAT,52
1689,UDM AFYC DE METROPOLITANA NORD,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,SABADELL,33
1690,UDM AFYC GIRONA I.C.S.,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,GIRONA,21
1691,UDM AFYC LLEIDA I.C.S.,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,LLEIDA,14
1692,UDM AFYC MUTUA DE TERRASSA,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,VALLDOREIX,10
1693,UDM AFYC TARRAGONA ICS.,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,TARRAGONA,19
1694,UDM GERIATRÍA CONSORCI SANITARI DE L´ANOIA,CATALUNYA,GERIATRÍA,IGUALADA,1
1695,UDM OBSTETRICIA GINECOLOGÍA CONSORCI MAR PARC DE SALUT DE BARCELONA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,BARCELONA,2
1696,UDM OBSTETRICIA GINECOLOGÍA CONSORCI SANITARI DEL MARESME-H. DE MATARÓ,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,MATARÓ,1
1697,UDM OBSTETRICIA GINECOLOGÍA CONSORCI SANITARI INTEGRAL,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,HOSPITALET DE LLOBREGAT,1
1698,UDM OBSTETRICIA GINECOLOGÍA FUNDACIÓ ALTHAIA-XARXA ASSISSTENCIAL DE MANRESA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,MANRESA,1
1699,UDM OBSTETRICIA GINECOLOGÍA H. CLINIC DE BARCELONA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,BARCELONA,5
1700,UDM OBSTETRICIA GINECOLOGÍA H. D´IGUALADA. CONSORCI SANITARI DE L´ANOIA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,IGUALADA,1
1701,UDM OBSTETRICIA GINECOLOGÍA H. DE LA SANTA CREU I SAN PAU,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,BARCELONA,3
1702,UDM OBSTETRICIA GINECOLOGÍA H. UNIVERSITARI GERMANS TRIAS I PUJOL DE BADALONA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,BADALONA,1
1703,UDM OBSTETRICIA GINECOLOGÍA H. UNIVERSITARI SAN JOAN DE DEU,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,ESPLUGUES DE LLOBREGAT,4
1704,UDM OBSTETRICIA GINECOLOGÍA H. VALL D´HEBRÓN DE BARCELONA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,BARCELONA,5
1705,UDM OBSTETRICIA Y GINECOLOGÍA CONSORCI SANITARI DE TERRASSA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,TERRASSA,2
1706,UDM OBSTETRICIA Y GINECOLOGÍA CORPORACIÓ SANITARIA PARC TAULÍ,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,SABADELL,2
1707,UDM OBSTETRICIA Y GINECOLOGÍA H. DE FIGUERES,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,FIGUERES,1
1708,UDM OBSTETRICIA Y GINECOLOGÍA H. DE PALAMÓS,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,PALAMÓS,1
1709,UDM OBSTETRICIA Y GINECOLOGÍA H. GENERAL DE GRANOLLERS,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,GRANOLLERS,1
1710,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI ARNAU DE VILANOVA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,LLEIDA,3
1711,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI DE GIRONA DOCTOR JOSEP TRUETA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,GIRONA,1
1712,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI MÚTUA DE TERRASA,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,TERRASSA,2
1713,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARIO DE TARRAGONA JOAN XXIII,CATALUNYA,OBSTETRICIA Y GINECOLOGÍA,TARRAGONA,1
1714,UDM PEDIATRÍA CORPORACIO SANITARIA PARC TAULÍ,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,BARCELONA,5
1715,UDM PEDIATRÍA DEL H. DE LA SANTA CREU Y SANT PAU,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,BARCELONA,4
1716,UDM PEDIATRÍA H. SANT JOAN DE DÈU D`ESPLUGUES DE LLOBREGAT,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,ESPLUGUES DE LLOBREGAT,12
1717,UDM PEDIATRIA H. UNIVERSITARI DR. JOSEP TRUETA DE GIRONA,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,GIRONA,3
1718,UDM PEDIATRÍA H. UNIVERSITARIO VALL D´HEBRÓN,CATALUNYA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,BARCELONA,15
1719,UDM SALUD MENTAL CONSORCI SANITARI DE MARESME- H. MATARÓ,CATALUNYA,PSIQUIATRÍA,MATARÓ,2
1720,UDM SALUD MENTAL CONSORCI SANITARI DE TERRASSA,CATALUNYA,PSIQUIATRÍA,TERRASSA,2
1721,UDM SALUD MENTAL DE LA CORPORACIO SANITARIA PARC TAULÍ,CATALUNYA,PSIQUIATRÍA,SABADELL,2
1722,UDM SALUD MENTAL DEL CENTRO ASISTENCIAL BENITO MENNI,CATALUNYA,PSIQUIATRÍA,SANT BOI DE LLOBREGAT,4
1723,UDM SALUD MENTAL DEL H. UNIVERSITARI INSTITUT PERE MATA,CATALUNYA,PSIQUIATRÍA,REUS,3
1724,UDM SALUD MENTAL DEL PARC SANITARI SANT JOAN DE DEU,CATALUNYA,PSIQUIATRÍA,SANT BOI DE LLOBREGAT,4
1725,UDM SALUD MENTAL FUNDACIÓN ALTHAIA XARXA ASSISTENCIAL MANRESA,CATALUNYA,PSIQUIATRÍA,MANRESA,2
1726,UDM SALUD MENTAL H. STA CREU I SANT PAU,CATALUNYA,PSIQUIATRÍA,BARCELONA,3
1727,UDM SALUD MENTAL L´INSTITUT ASSISTÈNCIA SANITARIA-XARXA SM SALT,CATALUNYA,PSIQUIATRÍA,SALT,3
1728,UDM SALUT MENTAL DEL H. SAGRAT COR. SERVEIS DE SALUT MENTAL,CATALUNYA,PSIQUIATRÍA,MARTORELL,2
1729,UDMFYC CONSORCI SANITARI DE MATARO. PASS,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,MATARÓ,6
1730,UDMFYC FASS GRUP SAGESSA,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,CAMBRILS,3
1731,UDMFYC FUNDACIÓ S. PAU I STA. TECLA,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,TARRAGONA,5
1732,UDMFYC TORTOSA-TERRES DE L´EBRE,CATALUNYA,MEDICINA FAMILIAR Y COMUNITARIA,TORTOSA,9
1733,UDMPYSP DEL H. CLÍNIC BARCELONA,CATALUNYA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,BARCELONA,2
1734,UDMPYSP DEL H. DEL MAR- PARC DE SALUT MAR,CATALUNYA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,BARCELONA,3
1735,UDMPYSP DEL H. UNIVERSITARIO VALL D´HEBRÓN,CATALUNYA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,BARCELONA,2
1736,UDMPYSP DEL H.UNIVERSITARI DE BELLVITGE,CATALUNYA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,HOSPITALET DE LLOBREGAT,1
1737,UDMTRAB MATEU ORFILA. UNIVERSIDAD POMPEU FABRA,CATALUNYA,MEDICINA DEL TRABAJO,BARCELONA,2
1738,UDM SALUD LABORAL DEL H. UNIVERSITARIO DE CEUTA,CEUTA,MEDICINA DEL TRABAJO,CEUTA,2
1739,UDMFYC DE CEUTA,CEUTA,MEDICINA FAMILIAR Y COMUNITARIA,CEUTA,3
1740,UDMFYC DE MELILLA,MELILLA,MEDICINA FAMILIAR Y COMUNITARIA,MELILLA,3
1741,CENTRO DE PREVENCIÓN Y REHABILITACIÓN LA FRATERNIDAD,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,1
1742,FREMAP. CENTRO PREVENCIÓN Y REHABILITACIÓN,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MAJADAHONDA,2
1743,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ALERGOLOGÍA,MADRID,2
1744,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ANÁLISIS CLÍNICOS,MADRID,1
1745,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ANATOMÍA PATOLÓGICA,MADRID,2
